CNPJ;Razao_Social;REG_ANS;Trimestre;Ano;ValorDespesas
64327059000171.0;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;315648;2;2025;000001727891,5144374,52510662,4111126,723128645,9157760,2857760,2840035332,3114493,934119,581443,9530,71439,8617677,8317677,83243,27933,773251,63306,222007100851,446800046800046800093344,893344,893344,893344,893344,8174600,54-81255,74208749,320769407,1120676062,316780243,886780243,88322632,971565368,1688410,73391767,4413521,543391641,93316062,182316860,98157939,59349751,878957,172037274,28100001426625,3370688,5470688,5430696,7247594,433190,418582,06260123246,9729107,469634718186,24718186,2419456,98827131,4845055,66196515,4616315,223028099,571410,94184200,898563505,588563505,58313532,811007575,859826,53437121,331192,97741031,9753513,83642989,5187913,24455076,261432175,524495432,224364602,75130829,47141816,0142935,2142935,211467496,631467496,631467496,631636146,43
64327059000171.0;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;315648;3;2025;000003104478,47191025,85533844,2916210,823117300,56200001996616,84180084,26180084,2644001,5665634,254270,427776,941181193188,5446536,1621407332591,057332591,05644419,271283142,29140106,47269661,2618968,024692551,53444,23280298,0113888548,7613888548,76520656,861578549,8910733,13939432,4816523,241062059,861299086,122653406,6752107,05829222,4125472,195100753,885389,4585389,451192,9852683,3416089,895935,085046222,27730,72031,19111051,99111051,99243,272863,963251,6320544,8237961,97362007170098,377850077850077850088492,488492,488492,488492,488492,4206311,88-117819,48121247,9642935,2142935,2133701793,9133613301,511123713611237136509965,712412600,54131975,45566029,432783,155458241,77555143,91733340,55733340,55733340,55902156,95668904,32188965,68479938,641297164,124490579,824396314,0994265,7373089,76
44803922000102.0;UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS;315729;1;2025;1960236,341960236,341960236,342786171,712048014,89986197,33499200,37562617,1931098867,88189496,237661820,84527675,397750801,19272202,73272202,73150834801,75150617980,5951420304,7851420304,781212149,576571378,27215681,16205864,7175809,4116474174,86707499,431665791,287593404,29303388,77913607,99165137,2913983632,19491903,0429931,6147753,19908,1126795,056582,86544091,8418420,87434,362345782,097749861,77524,752249879,58825294,5448,8358873,62210015,1964341704,0464341704,043234651,3413261779,081297153,3312230480,35256435,8125441115,29760686,67336299,234529770,0659425,08705284,2944584,854322443,29334597,546076,073724853,0413974915,25387493,5218549543,418549543,41614015,52274816,77686,732946208,591979,1716179745,711,753733770,23850821,58850821,585154,99290981,24850187135,9615000357549,410148559,56148559,56148559,5615307047,2315307047,23329415,221329099,48116846,941269204,9931937,032772996,8687899,186834,427472,32417,826238,3668,257161,81794,1296519,81191681,56105142,681140501,728809,12481891,7278045,674224,09408386,691632771,011129,088468,133801,63802,77365927,931467801,22216821,16216821,16216821,16216821,16154345,33116228,9338116,436211,2328051,898159,3426264,620118,46146,2728740,16665,83143975,531418,42114150,351023,7500000
44803922000102.0;UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS;315729;2;2025;2531252,472531252,472531252,473446684,23000000415245,13415245,13415245,1330511474,5730511474,57676775,232667234,67269358,142638344,7962786,675593778,74194995,3314028,255088,495581,6354474,561310,66115163,693988,83610837,472398495,37243110,922377366,0556684,115019330,06173889,399761,11814723,823104315,752087,5717243,1164278,728818,81733762,212799151,44426805,53426805,53426805,53426805,53302693,49266770,5735922,9272129,3964454,737674,6651982,6546201,535781,12738537,713221,77146224,032940,37115661,412053,86313049009,75312622204,22107500811,51107500811,512495037,9213314621,31414051,9712610951,08359997,1733339412,971438154,733601449,4715997401,12687896,5816309268,32294065,0330163313,191009925,0263584,15317788,1717471,85271372,0613600,941182585,2445483,5818904,03477365915132302,7226982,634911573,8616400592,42697,71124556,55427717,85132309916,66132309916,666791566,2127076121,992647404,8224559521,43614117,452106864,291836589,83695046,999696254,67119730,481611929,9472712,239123426,91643629,5720939,937810787,3426765679,59864614,5540041156,0240041156,024072503,22347013,238337,195901830,8720745,7734841655,791061,927295539,661843600,331843600,3316106,32658188,13850386547,4915000776034,541878701,44958091,27335956,24584653,9332673521,838399480,67874848,45524632,157116879,33278580,78278580,78
44803922000102.0;UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS;315729;3;2025;478871009,48478128723,06166524107,91166524107,913832124,3720515008,35640509,4119666569,85582315,3551670236,742180727,95739368,0224393320,881026734,9224725005,32667104,947137116,511558113,1391055,54477696,2142073,38447938,4723472,421896887,0269848,4833144,137284272,2922645657,4353825,778161669,1324087739,51787,66210275,2618231,72201700775,78201700775,7810795102,0740531729,254429590,237597879,74872077,6679006675,071839692,21993831,36246813,63599047,2235178740,478714961,498127345,38587616,117972875,32528280,992528280,992528280,993491191,042853661,811039279,5615461849,94168562,082367060,97116166,3614151825,6952723,7637462,0412146785,3138472563,711349165,9160269516,0260269516,026195591,62679441,3826787,449754968,623841,8152020292,071143,0910494376,912494433,592494433,5919867,65866945,51850543963,715290,961054085,4574401432,4688778,61688778,61688778,6146451111,1546451111,151070964,094028173,61466763,263987465,6391416,478511895,43311938,6922958,1785868,9210113,8485085,591947,49180949,756588,36982029,523675795,81429476,423651666,3183369,717752448,65282766,7915436,211275473,84435900,462215,9229377,0294095,9314159,071167772,674041749,61742286,42742286,42742286,42742286,42524727,1444827,2179899,89126440,22107647,118793,1291119,177449,4513669,651471961,3332919,93314152,427542,04226554,45078,0300000285654,63285654,63
44863959000126.0;UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO;315796;1;2025;3994951,573994951,57106013723,71105321086,7555858874,1455858874,14107334,6512850381,36110913,785810653,4811694320,9243832,386914009,6466856,013030710,095647937,15175878,2511119272,8172301,43837758,867923134,373474243,162457162,34566558,934991889,144991889,143928,333953,339,299578,212251266,291525,441052789,391059021,512095,37395600,4367,23161208,04171831,6325486,493905,8832800560,7932800560,7936117,7410737836,7323671,435200858,754787629,215882,283904130,321926,91561898,621816788,542235649,421350435010,25588609,881581313,79273221,3438855,7110852830,6610852830,66120,753090,032519103,4419999,332327144,476955444,98582529,44582529,441000166,84144569,39374763,21233177,96233177,965305,01265944,69104825,5764074,37366407,851224,621224,62692636,96692636,96692636,96692636,96673161,68673161,6819475,2819475,28580544,13136630,92000005881313,545881313,54282643,64865822,65598669,95598669,91247702,91229623,421018079,4920253520,4524764191,9124249216,87514975,042924699,8
44863959000126.0;UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO;315796;2;2025;1093971,6401093971,6426475944,4823358714,8422798584,87560129,973881579,693647532,783647532,786533695,046533695,04327842,84957212,46205852,26205852,24488245,877069,682183112,042252993,712281,4762234,84154,41314589,82373070,545495,59419,1767311835,2267311835,2279029,6722334730,1330865,410581166,711106863,8312092,877753124,455721,363015234,23258133,344150139,511350,58707239,441304098,923496962,27524978,821077097,1624536993,9824536993,98120,7533131,675338222,15105770,554767414,9616785276,461232874,41232874,42501586687,08502481,78578691,0580549060,3549060,39919,95466670,26188377,5393886,48584131,131224,621224,62-712840,11-712840,11-712840,11-712840,11-777470,32-777470,3264630,2164630,211826721,72404927,4300000225075974,23225788814,34121949902,58121949902,58233075,7628117304,08241643,0912834282,1225770566,2199724,0415245356,81121733,326814214,6312534993,15294331,1224276703,65253338,868682584,9217144845,337702803,554914283,9710186923,6810206923,2410206923,243936,333953,339,2928983,64
44863959000126.0;UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO;315796;3;2025;00000360509,7920615575,3141522434,03141258,8223806868,64176040,0610840250,9119967145,27343246,5439422606,88306838,3114859810,9127810107,7711497637,627046451,9814097235,0618068555,1218068555,123969,333961,3317,2939410,917202693,3210989,913803059,633771471,197239,631930800,8615150,49751232,01849198,3278230,7911702,94103615902,55103615902,55119839,5434857811,5939673,2116496191,317417430,6116015,811497126,146139,414584750,875048315,446076395,151350,581441365,151951185,424785204,66821061,011549117,8439199729,7239199729,72120,7545937,448483348,2110212,577742658,6626796189,411983233,131983233,132502626436,6224070640836,781523971,9680866306,14866306,1414983,93686335,32279911,7126098,72821088,61224,621224,622220104,882220104,882220104,882220104,881897506,11897506,1322598,78322598,78363628155,94361408051,06197673099,78197673099,78350421,545083187,781217322,778457,141208865,6329225526,7726291659,8325473561,29818098,542680913,993719542,463719542,466742116,86742116,8355829,321000961,056386287,486386287,482935312,23647324,54
41781949000153.0;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;316148;1;2025;566336,21566336,21566336,21572884,131235596,5363598,041171998,491908211,643440673,283051859,56388813,72220492,1830820,42189671,761892610,643011785,843011785,841884806,491884806,4923947657,0923832819,1822361303,1322361303,13595888,662030321,19231896,651243255,464968,423599514,2768943,992139144,745358723,58430923,892793930,683460,427088642,058343,41764820,2516366191,8346817,264616503,781398722,811398722,81639063,07173720,541492,49134935,291267,76473713,911033,684126,8672793,2472793,2415817,0541987,0510294,586502,066502,0638787,368100,488100,488100,4811758,98114837,91114837,91114837,91114837,91114837,9190393,4324444,4800000
41781949000153.0;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;316148;2;2025;0000052876188,8852672245,2949657351,5349657351,531396799,814350430,83382477,742483744,7913212,427624622,7534521,315016848,8310747109,09837576,76177780,1940396,2116472963,730243,43445793,934133458,86132506,318658285,792708647,092708647,09849824,78417690,0919325,47224644,081267,761236884,521033,6200476,44306246,67306246,6755397,84105126,4639438,7241615,2631635,677085,9310297,3410297,3410297,3513955,85203943,59203943,59203943,59203943,59203943,59172952,9430990,651429637,56124570,431305067,131710612,843518952,863134419,07384533,79217628,5227161,92190466,61353288,643056566,473056566,471916428,171916428,17489976,02489976,02489976,02508285,74
41781949000153.0;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;316148;3;2025;558531,58558531,58558531,58570583,391397974,8479349,71318625,141868556,23744019,243299706,56444312,68218025,3327161,92190863,411709123,873106097,43106097,41930118,771930118,770000083794074,0583360492,3879509217,1379509217,132329798,086807609,61557194,083861442,1323470,312327257,65668347,447283331,5717345641,381449638,610020715,9369799,1126689267,242393,45256465,3251519771,37237350,1113578818,483457220,653457220,65991785,59552323,5120339,28259252,731267,761718744,821033,6301901,09394054,6394054,6105309,9144173,367496,2667404,8559693,14116374,8916006,2916006,2916006,319664,78433581,67433581,67433581,67433581,67433581,67338240,4395341,24
41511429000120.0;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;316458;1;2025;217082217082970740,232924956,332771337,76153618,57161556,71161556,716736715,46654769,024067587,734067587,73472698,132555246,74133685,15616317,13289640,581708749,591708749,591708749,59272867,92272867,92272867,92183457,31183457,31183457,3175284,9275284,9275284,92346821,55346821,55346821,5581946,3881946,3881946,3881946,3881946,3881946,38
41511429000120.0;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;316458;2;2025;237656,44237656,441140677,012953379,582799761,01153618,57202172,5202172,514080335,5413952286,159514963,649514963,641067108,776192028,08298338,631396341,54561146,622727872,442727872,442727872,44531007,73531007,73531007,73357012,47357012,47357012,47146503,29146503,29146503,29674926,58674926,58674926,58128049,39128049,39128049,39128049,39128049,39128049,39
41511429000120.0;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;316458;3;2025;230700,91230700,911409132,442980057,362799761,01180296,35259966,19259966,1920991720,1520777580,8413943981,1213943981,121448458,049040302,59401844,442124362,35929013,74028426,614028426,614028426,61871373871373871373585849,53585849,53585849,53240406,62240406,62240406,621107543,961107543,961107543,96214139,31214139,31214139,31214139,31214139,31128049,3986089,92
42465310000121.0;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;316849;1;2025;292907,230199868,05199868,0500000000001680720,581680720,581680720,581680720,581680720,58
42465310000121.0;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;316849;2;2025;295993,32000201281,36201281,363525658,573525658,573525658,573525658,573525658,57
42465310000121.0;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;316849;3;2025;297977,80235886,53235886,536654831,486654831,486654831,486654831,486654831,48
73395469000140.0;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;316873;1;2025;3064382,533064382,533064382,533064382,53211835,3124126,96187708,3518496306,575529245,075239774,75289470,3232427,8532427,8531969866,0932351331,1330294703,9530294703,955236597,5427512749,12294506,571320953,451320953,45216175,111242833,6399261,45399261,45291,57424230,69313014,07313014,0778782,27327026,2811635,923398,2123398,21882,1822516,03-381465,04-381465,04-381465,04-381465,04-381465,04-344170,12-37294,92
73395469000140.0;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;316873;2;2025;118977,9324419,794558,2321099195,675012564,094787876,54224687,5524515,6324515,6366801643,6367707701,8763280401,1763280401,1710706294,6157883234,08530019,842909401,252909401,25411437,352764430,47883593,04883593,04291,57931609,44629782,68629782,68131729,9655795,3515609,644523,734523,736908,890472,31-906058,24-906058,24-906058,24-906058,24-906058,24-796068,33-109989,913461938,053461938,053461938,053461938,05
73395469000140.0;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;316873;3;2025;3552581,843552581,843552581,843552581,84132895,4624745,02108150,4420951893,44605639,434401157,15204482,2823798,923798,9103379946,3104693645,9397845715,2497845715,2417552349,3188670348,74760403,984348622,874348622,87604156,534145439,761381813,451381813,45291,571451010,591077276,151077276,15166391,221155808,3916370,940218,2240218,228863,31110267,4-1313699,63-1313699,63-1313699,63-1313699,63-1313699,63-1182787,72-130911,91
66343559000122.0;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;316881;1;2025;4256887,314256887,314256887,314256887,315192110,192577597,582614512,614175088,2214749656,6414339789,85409866,79767173,931309186130918634219703,833922104,7520468576,0220468576,0266436,25962876,91119306,15759611,524521843,66135274,055561675,97259183,812443746,6213837689,752051210,8513157546,6513157546,65336734,223559896,230083,692858697,638636939,22295982,08295982,08391120,07297599,05297599,05297599,05297599,05297599,05297599,05
66343559000122.0;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;316881;2;2025;725037,298708887,31131000,835517010,3616403378,481297287,171297287,171392425,16859972,92859972,92859972,92859972,92859972,92624170,44235802,484940379,874940379,874940379,874940379,873002826,67472064,812530761,864452371,931760873,84125883,962565614,133902762,4415312030,5114666361,24645669,27978367,4969770489,6468910516,7241365791,9741365791,97146842,322062668,41257475,391581830,669213396,56247816,2912045430,13483673,164928481,326316428,724343922,5726247437,5826247437,58
66343559000122.0;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;316881;3;2025;4850581,414850581,414850581,414850581,415562129,442315210,02125883,963121035,464891953,2415727451,6515155248,69572202,96943983,732502871,02440593,822062277,200000107878204,12106529343,7566668217,8266668217,82209822,043172582,2401180,792530168,7114091380,68341640,6519328226,31781596,997723939,8940675892,097165918,54232161,79232161,7944693,0410179,2221391,67155897,8637540675,6237540675,621109523,2312188067,58184620,897881915,6723821701,162088288,522088288,522219060,071348860,371348860,371348860,371348860,371348860,371113057,89235802,48
93507895000136.0;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;316903;1;2025;25535124677,97124876,67102223,76102223,76102223,7618995,8118995,8118995,813657,13657,13657,1-198,7-198,7-198,7-198,7-198,7-198,7165377,84146936,84184410380,38380,3825535
93507895000136.0;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;316903;2;2025;26186,326186,3256616,39256326,88233593,99233593,99233593,9924251,1124251,1124251,11-1518,22-1518,22-1518,22289,51289,51289,51289,51289,51289,51159551,22143831,3815719,846858,5868,59868,59
93507895000136.0;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;316903;3;2025;26564,8626564,86374581,83371773,29346644,84346644,84346644,8427204,1127204,1127204,11-2075,66-2075,66-2075,662808,542808,542808,542808,542808,542808,54158615,22143831,3814783,8403387,623387,62
65442162000125.0;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;316997;1;2025;00002843,96315125,98315125,981532924,661532924,661479834,831479834,83276371,1724395,991217073,086446,67462924,1153089,8353089,8353089,83
65442162000125.0;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;316997;2;2025;3162872,223162872,223058819,553058819,55569183,2948737,282521464,4314494,321112332,3104052,67104052,67104052,67000017826,86280405,02280405,02
65442162000125.0;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;316997;3;2025;4987558,384967339,144764644,754764644,75868013,877603,143929525,7827244,591645718,1202694,39202694,39202694,3920219,2420219,2420219,2420219,2420219,2420219,246764,416764,416764,416764,411930,69300624,26300624,26
85177194000158.0;COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;317012;1;2025;1327027,811327027,81542441,27543704,07784586,54784586,54479341,80479341,82106946,893154330,222955316,41199013,81457827,9414434089,3814459494,417315857,077315857,0750160,89464476,25306973,042090731,7543489,141163274,81602132,173113498,9233948,74279416,57246503,831133436,49754521,47633352,61748369,07882267,2810026,37170483,88342342,39342342,3912306,16373,6761354,2716544,978317,122098,82144119,516775,2518847,7525567,34106331,32592017,26592017,263916,95199237,6774758,06554614,58203476,8118681,766065862,756065862,7554453,651272900,63159476,462363600,2430073,15826629,91198700,091078119,12122852,1233146,46395831,7279199,8147233,962918,2643209,0743209,0755011842,097188,2624089,972850100205,87100205,87118116,711497,259304,2440931,1810919,36-25405,03-25405,03-25405,03-25405,03-25405,03-74003,0148597,98
85177194000158.0;COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;317012;2;2025;1516919,721516919,72584309,68585143,89932610,04932610,04782,1827746,4514533,58125257,8618919,87153543,2735936,98291388,0338425,0442129,4135372,32199069,831119018,041119018,046981,43388128,77144772,771088151,06431794,44231815,8111338284,1411338284,14130445,212360754,61371368,754285614,6135264,741531562,61251167,722232952,35676,2308424,2159647,63775696,17182595,8997116,345377101547,5101547,555019336,0918956,7966041,294600215328,07215328,07242222,785865,329663,1393023,3344068-99112,44-99112,44-99112,44-99112,44-99112,44-132837,5733725,1328076793,3528175905,7914732691,614732691,693455,17955857,3614098,544241515,8118098,32264793,81317583,836135135,0650646,74665274,27455551,712363972,331601772,311229994,991554733,371781761,0538280,14331282,06669036,44669036,44537644,8945441,51492203,381545977,233080622,812896481,85184140,96362216,49
85177194000158.0;COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;317012;3;2025;3056529,832862273,08194256,75316418,6943119382,8543242588,2722504631,5622504631,56138187,31475654,37932815,976483016,36174114,533178129,631972384,699047902,8170531,741093721,59884061,453978691,682414324,91813685,722289997,562701918,5353577,08723106,62998491,3998491,31603,3243197,1429480,84182050,6923763,4522519546471,3441468,5964648,459065,5844936,47279475,181602193,921602193,9215526,65545403,14210027,951605890,4632212,72329592,717704882,3717704882,371563733859015,83508758,036505229,9741136,082558275,11349508,153717224,28715,67437838,24125218,021001974,77267037,1160690,6739801,76181715,37181715,3755030193,9437904,71117218,515400250673,75250673,75361319,4524788,4610022,02143760,6945248,25-123205,42-123205,42-123205,42-123205,42-123205,42-167046,3443840,921486676,911486676,91546784,36547780,01939892,55939892,55501465,40501465,41793124,26
5868278000107.0;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;317144;1;2025;7749710,647749710,64242,31242,31628048750,62630464217,6281646263,32281646263,324491189,36057552643,20207001,2933926639,4403924013,847607389,7107489309,4856473832050,99581507,81147876,7939625791,4899607,75273283,2743087422,8240456,331003,11160577,1671334751,739902,049297,6810119509,0510119509,0500000179759,686819940,56698374,1719290,742402143,940290913,2940290913,2954340,73563693,8202717,47378186,61026232,58532815,3601399058,1714966386,34614538,1741094,738063397,97107321,4445847,0511253407,3950889,8008300782,57736,41102,54256627852,94256627852,9400000023847231,48103668627,716859981,0348980617,339987388,9960931329,990046643197,61504277,139976,3340317660,5440317660,540000001134475,4416943156,3299524,017219715,24128383,3914792406,141462018,461462018,460000032015,96646438,64392300,421561,39470127,91-2415466,98-2415466,98-2415466,98-2415466,98-603278,63-637061,633782,97-1748807,1-1846738,4897931,38-63381,25-66930,533549,28956785,07956785,072773565,052773565,05100521,1100521,114103614,1914103614,191166007,251208639,7212937606,9412937606,947567710,533840567,913727142,62185762937,9170002209,3966112764,023889445,37512,87512,8746288370,95
5868278000107.0;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;317144;2;2025;365616,88147310316,856572,962092,8220720616,5720720616,5700000302284,2613739764,511262979,5926011,975361431,0928145,1582667337,7482667337,74109765,011210710,2606207,17791290,52049601,421153553,650287592730495803,051231137,8799795,2616698364,71231347,72845896,7723100728,75103439,05035117529633,181652,352149,35528748750,91528748750,9100000049166823,95210221155,6115680112,08103887739,6319428390,08129304940,730095083023,27728162,7518506,4185396189,2785396189,27000007773108,647773108,64230,4230,47802761,963870412,433932349,53195270502,3570798992,3666962659,763836332,6358,13358,1352508822,411299527482,811301146166,82580641015,71580641015,719269497,510119254356,070425478,1270108798,8608281469,1797336293,85016618812,46564152526091,611133278,4449754,8681091296,81173147,79675172,0988892181,7193324,1310152,4315761678,8715761678,871410183,031492301,6714351495,8414351495,8402408408,734494076,48110129,8416763295,7226346,9231393931,632972256,622972256,6200000076405,971243382,01953,08792430,093136,68952189,77-1618684,01-1618684,01-1618684,01-1618684,01-401278,05-421643,5720365,52-1172861,16-1232385,7859524,62-44544,8-46805,522260,722338627,192338627,196835372,526835372,52259604,69259604,69
5868278000107.0;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;317144;3;2025;1994659926,541998076603,66887978609,15887978609,1514968973,330186620688,090677626,84111205072,85012918239153209581,68025868077,51564238596823,031752263,76639905106494154,42239614,591368511,57138793134,72144966,7915464,97735858,62223285989,539177,213002,4632911664,6632911664,6600000473600,4621733244,951948960,4126011,978701701,7228145,15127832771,06127832771,06168242,231899023,2809558,591246445,55078162,351812789,504604772,0547487691,352004188,59168933,7226451468,23331965,131370538,6435534365,061548827725057,087725057,08218,58218,588357056,43831034,154526022,25213062646,4769000999,2564128952,514872046,74193,27193,2752628150,0217870228,2617870228,261383692,421495261,0116486535,8416486535,8478,921689,7627470872,141863,7816240,11815582963,87815582963,8700000078431455,59315161331,3726555351,27159222076,1533233552,07199333340,6700143519440,071130735,337547,13129323962,37129323962,370000003479055,4652701728,75125491,3926165046,15351889,9246500750,74446632,554446632,5500000093325,611947334,84953,081118102,044220,161493976,13-3416677,12-3416677,12-3416677,12-3416677,12-871739,41-1156954,24285214,83-2447742,52-3248592,46800849,94-97195,19-128995,4231800,233555482,883555482,889983380,969983380,96396421,07396421,07
42160192000143.0;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;317233;1;2025;785704,16378464,68378464,683051956,7427050994,1426890633,43160360,71229540,06785704,16785704,1667366195,0869183931,1568453422,9768174594,2465375781,5774398,47415630,2259,08439850,840384,936323838,3650000278828,73153382,17125446,56730508,18730508,18627184,9156570,4546752,82-1817736,07-1817736,07-1817736,07-1817736,07-1817736,07-1790859,21-26876,86
42160192000143.0;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;317233;2;2025;785704,16399424,16399424,1617462938,5828376798,3928254264,86122533,531079368,18785704,16785704,16159943319,52160435251,34158921471,19158371005,46154605578,0288654,23861180,02259,08885009,02112712,3610952066,1564626,58550465,73381233,08169232,651513780,151513780,151393253,1363832,8456694,18-491931,82-491931,82-491931,82-491931,82-491931,82-427227,78-64704,04
42160192000143.0;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;317233;3;2025;767681,88426210,49426210,4929223960,2630993011,2430871441,67121569,571106110,55767681,88767681,88260590626,51258466345,48256160808,3255378571,29250527282,35962943,551329715,18259,081699459,62189412,9714712647,7169715,34782237,01582007,27200229,742305537,182305537,182124843,98108032,0672661,142124281,032124281,032124281,032124281,032124281,032189949,03-65668
62635990000191.0;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;317632;1;2025;181981,55181981,55181981,552172667,6941042,9641042,9623937,79023937,7924924844,179274881,7679276076,5478488947,6778488947,6781866949,2918626,585846762,6134654,3134654,3134654,31734414,21734414,211288181,8518060,3518060,3518199,32-1194,78-1194,78-1194,78-1194,78-1194,78-1194,7896721,61
62635990000191.0;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;317632;2;2025;0041810,86041810,8632372177,74165782544165824781,74164229329,59164229329,59171172334,92863089,93863089,93863089,932858849,1945931,2312171729,7934654,3134654,3134654,311506878,991506878,992890453,9853918,8553918,8556584,08-42237,74-42237,74-42237,74-42237,74-42237,74-42237,74146021,61
62635990000191.0;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;317632;3;2025;255626466,56255668704,3250748820,3250748820,3261505939,754527,1222309554,8334654,3134654,3134654,312203421,142203421,142203421,142613490,912613490,914467492,4368317,6468317,6471060,99-42237,74-42237,74-42237,74-42237,74-42237,74-42237,74106532,6618189,42018189,4234645575,03627656,22627656,22627656,222745812,73
71499792000139.0;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;317896;1;2025;298622,88298622,88298622,881105380,6306196,963740668,822634158,45643762,93462747,4414469532,394733850,084340544,41393305,671740924,561286593,571265084,6821508,898922170,389288864,015524905,685524905,6811893,942498416,31160653,89879027,21192926,0620648,812477163,73543,91474324,57968324,023597632,583597632,5815087,641162750,0242975,12294913,2917235,422266110,724517,515562064,562064,56383,292451436,27164261,19164261,19-366693,63-366693,63-366693,63-366693,63-366693,63-233026,2-133667,43
71499792000139.0;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;317896;2;2025;1133882,41112026,3621856,04306413,37306413,37306413,371121442,606196,963926651,792691366,3634607,8600677,6914168546,244483477,774177823,1305654,671444685,117663384,2218280450,1610566569,6410566569,6421188,464972774,89351936,831766005,38192926,0655447,914743469,137766,07895467,091784057,337342702,957342702,9531509,822211699,04252042,2958138,76251406,484060252,395851,74385,7410517,0310517,034407,299602844865,74360660,54360660,54-617065,94-617065,94-617065,94-617065,94-617065,94-395747,51-221318,43
71499792000139.0;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;317896;3;2025;4274929,072891328,39623429,27760171,4114321758,864532914,754247635,03285279,721605699,28983236,38960991,4422244,94425226,11425226,11425226,111153762,106196,9628013289,3328580918,2916708168,916708168,934327,188105404,37503466,032798128,79192926,0682774,767369739,0519116,251272530,233066798,3192639,1792639,17791,3429610,324312,8613770,8962,3643191,4911049267,5111049267,51100386,713727443,4342556,231390974,32266100,265788503,6111095,074385,7411673,3611673,364857,299602845572,07719169,35719169,35-567628,96-567628,96-567628,96-567628,96-567628,96-325935,58-241693,38
